,hyperparameters,num_features,mean_accuracy,std_accuracy,train_accuracy,test_accuracy
4154,"penalty: l1, C: 1, solver: saga",209,0.744622121,0.061967223,0.829683698,0.804347826
4157,"penalty: l2, C: 0.01, solver: saga",209,0.747049305,0.059909561,0.832116788,0.804347826
4158,"penalty: l2, C: 0.1, solver: saga",209,0.747049305,0.059909561,0.832116788,0.804347826
4159,"penalty: l2, C: 1, solver: saga",209,0.747049305,0.059909561,0.832116788,0.804347826
4174,"penalty: l1, C: 1, solver: saga",210,0.744622121,0.061967223,0.829683698,0.804347826
4177,"penalty: l2, C: 0.01, solver: saga",210,0.747049305,0.059909561,0.832116788,0.804347826
4178,"penalty: l2, C: 0.1, solver: saga",210,0.747049305,0.059909561,0.829683698,0.804347826
4179,"penalty: l2, C: 1, solver: saga",210,0.744622121,0.061967223,0.832116788,0.804347826
4194,"penalty: l1, C: 1, solver: saga",211,0.747049305,0.059909561,0.832116788,0.804347826
4197,"penalty: l2, C: 0.01, solver: saga",211,0.747049305,0.059909561,0.829683698,0.804347826
4198,"penalty: l2, C: 0.1, solver: saga",211,0.747049305,0.059909561,0.832116788,0.804347826
4199,"penalty: l2, C: 1, solver: saga",211,0.747049305,0.059909561,0.832116788,0.804347826
4214,"penalty: l1, C: 1, solver: saga",212,0.747049305,0.059909561,0.829683698,0.804347826
4217,"penalty: l2, C: 0.01, solver: saga",212,0.744622121,0.061967223,0.832116788,0.804347826
4218,"penalty: l2, C: 0.1, solver: saga",212,0.744622121,0.061967223,0.829683698,0.804347826
4219,"penalty: l2, C: 1, solver: saga",212,0.744622121,0.061967223,0.832116788,0.804347826
4234,"penalty: l1, C: 1, solver: saga",213,0.747049305,0.059909561,0.829683698,0.804347826
4237,"penalty: l2, C: 0.01, solver: saga",213,0.744622121,0.061967223,0.829683698,0.804347826
4238,"penalty: l2, C: 0.1, solver: saga",213,0.747049305,0.059909561,0.832116788,0.804347826
4239,"penalty: l2, C: 1, solver: saga",213,0.747049305,0.059909561,0.834549878,0.804347826
4254,"penalty: l1, C: 1, solver: saga",214,0.744622121,0.061967223,0.829683698,0.804347826
4257,"penalty: l2, C: 0.01, solver: saga",214,0.744622121,0.061967223,0.832116788,0.804347826
4258,"penalty: l2, C: 0.1, solver: saga",214,0.744622121,0.061967223,0.829683698,0.804347826
4259,"penalty: l2, C: 1, solver: saga",214,0.747049305,0.059909561,0.832116788,0.804347826
4274,"penalty: l1, C: 1, solver: saga",215,0.744622121,0.061967223,0.829683698,0.804347826
4277,"penalty: l2, C: 0.01, solver: saga",215,0.747049305,0.059909561,0.832116788,0.804347826
4278,"penalty: l2, C: 0.1, solver: saga",215,0.744622121,0.061967223,0.832116788,0.804347826
4279,"penalty: l2, C: 1, solver: saga",215,0.744622121,0.061967223,0.832116788,0.804347826
4294,"penalty: l1, C: 1, solver: saga",216,0.747049305,0.059909561,0.832116788,0.804347826
4296,"penalty: l2, C: 0.001, solver: saga",216,0.744622121,0.061967223,0.824817518,0.804347826
4297,"penalty: l2, C: 0.01, solver: saga",216,0.744622121,0.061967223,0.832116788,0.804347826
4298,"penalty: l2, C: 0.1, solver: saga",216,0.744622121,0.061967223,0.832116788,0.804347826
4299,"penalty: l2, C: 1, solver: saga",216,0.747049305,0.059909561,0.832116788,0.804347826
4314,"penalty: l1, C: 1, solver: saga",217,0.744622121,0.061967223,0.829683698,0.804347826
4316,"penalty: l2, C: 0.001, solver: saga",217,0.747049305,0.059909561,0.829683698,0.804347826
4317,"penalty: l2, C: 0.01, solver: saga",217,0.744622121,0.061967223,0.832116788,0.804347826
4318,"penalty: l2, C: 0.1, solver: saga",217,0.747049305,0.059909561,0.829683698,0.804347826
4319,"penalty: l2, C: 1, solver: saga",217,0.747049305,0.059909561,0.829683698,0.804347826
4334,"penalty: l1, C: 1, solver: saga",218,0.744622121,0.061967223,0.832116788,0.804347826
4336,"penalty: l2, C: 0.001, solver: saga",218,0.744622121,0.061967223,0.829683698,0.804347826
4337,"penalty: l2, C: 0.01, solver: saga",218,0.747049305,0.059909561,0.832116788,0.804347826
4338,"penalty: l2, C: 0.1, solver: saga",218,0.744622121,0.061967223,0.832116788,0.804347826
4339,"penalty: l2, C: 1, solver: saga",218,0.744622121,0.061967223,0.832116788,0.804347826
4354,"penalty: l1, C: 1, solver: saga",219,0.744622121,0.061967223,0.832116788,0.804347826
4356,"penalty: l2, C: 0.001, solver: saga",219,0.747049305,0.059909561,0.829683698,0.804347826
4357,"penalty: l2, C: 0.01, solver: saga",219,0.744622121,0.061967223,0.832116788,0.804347826
4358,"penalty: l2, C: 0.1, solver: saga",219,0.744622121,0.061967223,0.834549878,0.804347826
4359,"penalty: l2, C: 1, solver: saga",219,0.744622121,0.061967223,0.832116788,0.804347826
4374,"penalty: l1, C: 1, solver: saga",220,0.747049305,0.059909561,0.829683698,0.804347826
4376,"penalty: l2, C: 0.001, solver: saga",220,0.747049305,0.059909561,0.829683698,0.804347826
4377,"penalty: l2, C: 0.01, solver: saga",220,0.747049305,0.059909561,0.829683698,0.804347826
4378,"penalty: l2, C: 0.1, solver: saga",220,0.747049305,0.059909561,0.832116788,0.804347826
4379,"penalty: l2, C: 1, solver: saga",220,0.744622121,0.061967223,0.832116788,0.804347826
4394,"penalty: l1, C: 1, solver: saga",221,0.747049305,0.059909561,0.832116788,0.804347826
4396,"penalty: l2, C: 0.001, solver: saga",221,0.744622121,0.061967223,0.829683698,0.804347826
4397,"penalty: l2, C: 0.01, solver: saga",221,0.747049305,0.059909561,0.829683698,0.804347826
4398,"penalty: l2, C: 0.1, solver: saga",221,0.744622121,0.061967223,0.829683698,0.804347826
4399,"penalty: l2, C: 1, solver: saga",221,0.744622121,0.061967223,0.832116788,0.804347826
4414,"penalty: l1, C: 1, solver: saga",222,0.744622121,0.061967223,0.829683698,0.804347826
4416,"penalty: l2, C: 0.001, solver: saga",222,0.744622121,0.061967223,0.829683698,0.804347826
4417,"penalty: l2, C: 0.01, solver: saga",222,0.747049305,0.059909561,0.832116788,0.804347826
4418,"penalty: l2, C: 0.1, solver: saga",222,0.747049305,0.059909561,0.832116788,0.804347826
4419,"penalty: l2, C: 1, solver: saga",222,0.747049305,0.059909561,0.829683698,0.804347826
4434,"penalty: l1, C: 1, solver: saga",223,0.747049305,0.059909561,0.827250608,0.804347826
4436,"penalty: l2, C: 0.001, solver: saga",223,0.744622121,0.061967223,0.829683698,0.804347826
4437,"penalty: l2, C: 0.01, solver: saga",223,0.747049305,0.059909561,0.829683698,0.804347826
4438,"penalty: l2, C: 0.1, solver: saga",223,0.744622121,0.061967223,0.829683698,0.804347826
4439,"penalty: l2, C: 1, solver: saga",223,0.747049305,0.059909561,0.829683698,0.804347826
4454,"penalty: l1, C: 1, solver: saga",224,0.744622121,0.061967223,0.829683698,0.804347826
4456,"penalty: l2, C: 0.001, solver: saga",224,0.747049305,0.059909561,0.829683698,0.804347826
4457,"penalty: l2, C: 0.01, solver: saga",224,0.744622121,0.061967223,0.829683698,0.804347826
4458,"penalty: l2, C: 0.1, solver: saga",224,0.744622121,0.061967223,0.832116788,0.804347826
4459,"penalty: l2, C: 1, solver: saga",224,0.747049305,0.059909561,0.829683698,0.804347826
4474,"penalty: l1, C: 1, solver: saga",225,0.747049305,0.059909561,0.829683698,0.804347826
4476,"penalty: l2, C: 0.001, solver: saga",225,0.744622121,0.061967223,0.829683698,0.804347826
4477,"penalty: l2, C: 0.01, solver: saga",225,0.747049305,0.059909561,0.832116788,0.804347826
4478,"penalty: l2, C: 0.1, solver: saga",225,0.747049305,0.059909561,0.832116788,0.804347826
4479,"penalty: l2, C: 1, solver: saga",225,0.747049305,0.059909561,0.832116788,0.804347826
4494,"penalty: l1, C: 1, solver: saga",226,0.747049305,0.059909561,0.829683698,0.804347826
4496,"penalty: l2, C: 0.001, solver: saga",226,0.747049305,0.059909561,0.829683698,0.804347826
4497,"penalty: l2, C: 0.01, solver: saga",226,0.744622121,0.061967223,0.827250608,0.804347826
4498,"penalty: l2, C: 0.1, solver: saga",226,0.744622121,0.061967223,0.829683698,0.804347826
4499,"penalty: l2, C: 1, solver: saga",226,0.747049305,0.059909561,0.832116788,0.804347826
4514,"penalty: l1, C: 1, solver: saga",227,0.744622121,0.061967223,0.832116788,0.804347826
4516,"penalty: l2, C: 0.001, solver: saga",227,0.747049305,0.059909561,0.829683698,0.804347826
4517,"penalty: l2, C: 0.01, solver: saga",227,0.747049305,0.059909561,0.829683698,0.804347826
4518,"penalty: l2, C: 0.1, solver: saga",227,0.744622121,0.061967223,0.832116788,0.804347826
4519,"penalty: l2, C: 1, solver: saga",227,0.747049305,0.059909561,0.827250608,0.804347826
4534,"penalty: l1, C: 1, solver: saga",228,0.744622121,0.061967223,0.832116788,0.804347826
4536,"penalty: l2, C: 0.001, solver: saga",228,0.747049305,0.059909561,0.829683698,0.804347826
4537,"penalty: l2, C: 0.01, solver: saga",228,0.747049305,0.059909561,0.827250608,0.804347826
4538,"penalty: l2, C: 0.1, solver: saga",228,0.744622121,0.061967223,0.832116788,0.804347826
4539,"penalty: l2, C: 1, solver: saga",228,0.747049305,0.059909561,0.832116788,0.804347826
4554,"penalty: l1, C: 1, solver: saga",229,0.747049305,0.059909561,0.827250608,0.804347826
4557,"penalty: l2, C: 0.01, solver: saga",229,0.744622121,0.061967223,0.832116788,0.804347826
4558,"penalty: l2, C: 0.1, solver: saga",229,0.747049305,0.059909561,0.832116788,0.804347826
4559,"penalty: l2, C: 1, solver: saga",229,0.747049305,0.059909561,0.832116788,0.804347826
4574,"penalty: l1, C: 1, solver: saga",230,0.744622121,0.061967223,0.829683698,0.804347826
4576,"penalty: l2, C: 0.001, solver: saga",230,0.744622121,0.061967223,0.829683698,0.804347826
4577,"penalty: l2, C: 0.01, solver: saga",230,0.747049305,0.059909561,0.832116788,0.804347826
4578,"penalty: l2, C: 0.1, solver: saga",230,0.744622121,0.061967223,0.829683698,0.804347826
4579,"penalty: l2, C: 1, solver: saga",230,0.744622121,0.061967223,0.827250608,0.804347826
4594,"penalty: l1, C: 1, solver: saga",231,0.744622121,0.061967223,0.832116788,0.804347826
4596,"penalty: l2, C: 0.001, solver: saga",231,0.744622121,0.061967223,0.827250608,0.804347826
4597,"penalty: l2, C: 0.01, solver: saga",231,0.744622121,0.061967223,0.832116788,0.804347826
4598,"penalty: l2, C: 0.1, solver: saga",231,0.744622121,0.061967223,0.832116788,0.804347826
4599,"penalty: l2, C: 1, solver: saga",231,0.747049305,0.059909561,0.832116788,0.804347826
4614,"penalty: l1, C: 1, solver: saga",232,0.747049305,0.059909561,0.832116788,0.804347826
4616,"penalty: l2, C: 0.001, solver: saga",232,0.747049305,0.059909561,0.829683698,0.804347826
4617,"penalty: l2, C: 0.01, solver: saga",232,0.747049305,0.059909561,0.832116788,0.804347826
4618,"penalty: l2, C: 0.1, solver: saga",232,0.744622121,0.061967223,0.832116788,0.804347826
4619,"penalty: l2, C: 1, solver: saga",232,0.747049305,0.059909561,0.829683698,0.804347826
4634,"penalty: l1, C: 1, solver: saga",233,0.744622121,0.061967223,0.829683698,0.804347826
4636,"penalty: l2, C: 0.001, solver: saga",233,0.747049305,0.059909561,0.829683698,0.804347826
4637,"penalty: l2, C: 0.01, solver: saga",233,0.744622121,0.061967223,0.832116788,0.804347826
4638,"penalty: l2, C: 0.1, solver: saga",233,0.747049305,0.059909561,0.829683698,0.804347826
4639,"penalty: l2, C: 1, solver: saga",233,0.747049305,0.059909561,0.829683698,0.804347826
4654,"penalty: l1, C: 1, solver: saga",234,0.747049305,0.059909561,0.829683698,0.804347826
4656,"penalty: l2, C: 0.001, solver: saga",234,0.747049305,0.059909561,0.829683698,0.804347826
4657,"penalty: l2, C: 0.01, solver: saga",234,0.747049305,0.059909561,0.832116788,0.804347826
4658,"penalty: l2, C: 0.1, solver: saga",234,0.747049305,0.059909561,0.832116788,0.804347826
4659,"penalty: l2, C: 1, solver: saga",234,0.747049305,0.059909561,0.827250608,0.804347826
4674,"penalty: l1, C: 1, solver: saga",235,0.747049305,0.059909561,0.827250608,0.804347826
4676,"penalty: l2, C: 0.001, solver: saga",235,0.747049305,0.059909561,0.829683698,0.804347826
4677,"penalty: l2, C: 0.01, solver: saga",235,0.744622121,0.061967223,0.829683698,0.804347826
4678,"penalty: l2, C: 0.1, solver: saga",235,0.747049305,0.059909561,0.827250608,0.804347826
4679,"penalty: l2, C: 1, solver: saga",235,0.744622121,0.061967223,0.829683698,0.804347826
4694,"penalty: l1, C: 1, solver: saga",236,0.744622121,0.061967223,0.829683698,0.804347826
4696,"penalty: l2, C: 0.001, solver: saga",236,0.744622121,0.061967223,0.829683698,0.804347826
4697,"penalty: l2, C: 0.01, solver: saga",236,0.747049305,0.059909561,0.829683698,0.804347826
4698,"penalty: l2, C: 0.1, solver: saga",236,0.747049305,0.059909561,0.829683698,0.804347826
4699,"penalty: l2, C: 1, solver: saga",236,0.744622121,0.061967223,0.829683698,0.804347826
4714,"penalty: l1, C: 1, solver: saga",237,0.744622121,0.061967223,0.829683698,0.804347826
4716,"penalty: l2, C: 0.001, solver: saga",237,0.747049305,0.059909561,0.829683698,0.804347826
4717,"penalty: l2, C: 0.01, solver: saga",237,0.747049305,0.059909561,0.832116788,0.804347826
4718,"penalty: l2, C: 0.1, solver: saga",237,0.747049305,0.059909561,0.829683698,0.804347826
4719,"penalty: l2, C: 1, solver: saga",237,0.744622121,0.061967223,0.832116788,0.804347826
4734,"penalty: l1, C: 1, solver: saga",238,0.747049305,0.059909561,0.829683698,0.804347826
4736,"penalty: l2, C: 0.001, solver: saga",238,0.747049305,0.059909561,0.827250608,0.804347826
4737,"penalty: l2, C: 0.01, solver: saga",238,0.747049305,0.059909561,0.832116788,0.804347826
4738,"penalty: l2, C: 0.1, solver: saga",238,0.744622121,0.061967223,0.827250608,0.804347826
4739,"penalty: l2, C: 1, solver: saga",238,0.747049305,0.059909561,0.827250608,0.804347826
4754,"penalty: l1, C: 1, solver: saga",239,0.744622121,0.061967223,0.829683698,0.804347826
4756,"penalty: l2, C: 0.001, solver: saga",239,0.744622121,0.061967223,0.829683698,0.804347826
4757,"penalty: l2, C: 0.01, solver: saga",239,0.747049305,0.059909561,0.829683698,0.804347826
4758,"penalty: l2, C: 0.1, solver: saga",239,0.744622121,0.061967223,0.832116788,0.804347826
4759,"penalty: l2, C: 1, solver: saga",239,0.744622121,0.061967223,0.832116788,0.804347826
4774,"penalty: l1, C: 1, solver: saga",240,0.744622121,0.061967223,0.829683698,0.804347826
4776,"penalty: l2, C: 0.001, solver: saga",240,0.747049305,0.059909561,0.829683698,0.804347826
4777,"penalty: l2, C: 0.01, solver: saga",240,0.744622121,0.061967223,0.832116788,0.804347826
4778,"penalty: l2, C: 0.1, solver: saga",240,0.744622121,0.061967223,0.829683698,0.804347826
4779,"penalty: l2, C: 1, solver: saga",240,0.744622121,0.061967223,0.829683698,0.804347826
4794,"penalty: l1, C: 1, solver: saga",241,0.747049305,0.059909561,0.832116788,0.804347826
4796,"penalty: l2, C: 0.001, solver: saga",241,0.744622121,0.061967223,0.829683698,0.804347826
4797,"penalty: l2, C: 0.01, solver: saga",241,0.747049305,0.059909561,0.832116788,0.804347826
4798,"penalty: l2, C: 0.1, solver: saga",241,0.747049305,0.059909561,0.829683698,0.804347826
4799,"penalty: l2, C: 1, solver: saga",241,0.747049305,0.059909561,0.829683698,0.804347826
4814,"penalty: l1, C: 1, solver: saga",242,0.744622121,0.061967223,0.829683698,0.804347826
4816,"penalty: l2, C: 0.001, solver: saga",242,0.747049305,0.059909561,0.829683698,0.804347826
4817,"penalty: l2, C: 0.01, solver: saga",242,0.747049305,0.059909561,0.829683698,0.804347826
4818,"penalty: l2, C: 0.1, solver: saga",242,0.744622121,0.061967223,0.829683698,0.804347826
4819,"penalty: l2, C: 1, solver: saga",242,0.747049305,0.059909561,0.829683698,0.804347826
4834,"penalty: l1, C: 1, solver: saga",243,0.744622121,0.061967223,0.829683698,0.804347826
4836,"penalty: l2, C: 0.001, solver: saga",243,0.747049305,0.059909561,0.827250608,0.804347826
4837,"penalty: l2, C: 0.01, solver: saga",243,0.744622121,0.061967223,0.827250608,0.804347826
4838,"penalty: l2, C: 0.1, solver: saga",243,0.744622121,0.061967223,0.829683698,0.804347826
4839,"penalty: l2, C: 1, solver: saga",243,0.747049305,0.059909561,0.832116788,0.804347826
4854,"penalty: l1, C: 1, solver: saga",244,0.744622121,0.061967223,0.829683698,0.804347826
4856,"penalty: l2, C: 0.001, solver: saga",244,0.747049305,0.059909561,0.827250608,0.804347826
4857,"penalty: l2, C: 0.01, solver: saga",244,0.747049305,0.059909561,0.829683698,0.804347826
4858,"penalty: l2, C: 0.1, solver: saga",244,0.747049305,0.059909561,0.827250608,0.804347826
4859,"penalty: l2, C: 1, solver: saga",244,0.744622121,0.061967223,0.832116788,0.804347826
4874,"penalty: l1, C: 1, solver: saga",245,0.747049305,0.059909561,0.829683698,0.804347826
4876,"penalty: l2, C: 0.001, solver: saga",245,0.747049305,0.059909561,0.829683698,0.804347826
4877,"penalty: l2, C: 0.01, solver: saga",245,0.747049305,0.059909561,0.827250608,0.804347826
4878,"penalty: l2, C: 0.1, solver: saga",245,0.747049305,0.059909561,0.829683698,0.804347826
4879,"penalty: l2, C: 1, solver: saga",245,0.744622121,0.061967223,0.829683698,0.804347826
4894,"penalty: l1, C: 1, solver: saga",246,0.744622121,0.061967223,0.829683698,0.804347826
4896,"penalty: l2, C: 0.001, solver: saga",246,0.747049305,0.059909561,0.827250608,0.804347826
4897,"penalty: l2, C: 0.01, solver: saga",246,0.744622121,0.061967223,0.829683698,0.804347826
4898,"penalty: l2, C: 0.1, solver: saga",246,0.747049305,0.059909561,0.832116788,0.804347826
4899,"penalty: l2, C: 1, solver: saga",246,0.747049305,0.059909561,0.829683698,0.804347826
4914,"penalty: l1, C: 1, solver: saga",247,0.744622121,0.061967223,0.829683698,0.804347826
4916,"penalty: l2, C: 0.001, solver: saga",247,0.747049305,0.059909561,0.827250608,0.804347826
4917,"penalty: l2, C: 0.01, solver: saga",247,0.744622121,0.061967223,0.829683698,0.804347826
4918,"penalty: l2, C: 0.1, solver: saga",247,0.747049305,0.059909561,0.832116788,0.804347826
4919,"penalty: l2, C: 1, solver: saga",247,0.747049305,0.059909561,0.827250608,0.804347826
4934,"penalty: l1, C: 1, solver: saga",248,0.744622121,0.061967223,0.829683698,0.804347826
4936,"penalty: l2, C: 0.001, solver: saga",248,0.747049305,0.059909561,0.827250608,0.804347826
4937,"penalty: l2, C: 0.01, solver: saga",248,0.747049305,0.059909561,0.829683698,0.804347826
4938,"penalty: l2, C: 0.1, solver: saga",248,0.744622121,0.061967223,0.832116788,0.804347826
4939,"penalty: l2, C: 1, solver: saga",248,0.747049305,0.059909561,0.829683698,0.804347826
4954,"penalty: l1, C: 1, solver: saga",249,0.744622121,0.061967223,0.829683698,0.804347826
4956,"penalty: l2, C: 0.001, solver: saga",249,0.747049305,0.059909561,0.829683698,0.804347826
4957,"penalty: l2, C: 0.01, solver: saga",249,0.747049305,0.059909561,0.829683698,0.804347826
4958,"penalty: l2, C: 0.1, solver: saga",249,0.747049305,0.059909561,0.829683698,0.804347826
4959,"penalty: l2, C: 1, solver: saga",249,0.747049305,0.059909561,0.829683698,0.804347826
4974,"penalty: l1, C: 1, solver: saga",250,0.744622121,0.061967223,0.832116788,0.804347826
4976,"penalty: l2, C: 0.001, solver: saga",250,0.744622121,0.061967223,0.829683698,0.804347826
4977,"penalty: l2, C: 0.01, solver: saga",250,0.744622121,0.061967223,0.829683698,0.804347826
4978,"penalty: l2, C: 0.1, solver: saga",250,0.747049305,0.059909561,0.829683698,0.804347826
4979,"penalty: l2, C: 1, solver: saga",250,0.747049305,0.059909561,0.829683698,0.804347826
